elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.45,0.02,0.17,0.023,1.0,-0.6,-0.8,0.0,4.7325,172.0,0.02,0.17,1.7,3.753139973275905,,,11.456232208408146,Organic clay,11.456232208408146,-9.756232208408147,Organic clay 1,1,0.02,0.16,1.45,1.31
1.43,0.04,0.35,0.012,2.0,1.8,1.0,2.1,2.1557,173.0,0.039988,0.35,3.5,3.3128106620342215,,,,Clay & silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.41,0.06,0.55,0.012,2.0778,-0.4,1.8,1.7,1.875,174.0,0.059975,0.55,5.5,3.1112654411491536,,,,Clay & silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.39,0.08,0.68,0.012,2.1555,2.7,-0.2,1.4,1.641,176.0,0.079961,0.68,6.8,3.002648143716853,,,,Clay & silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.3699999999999999,0.1,0.68,0.014,2.2333,0.4,-0.8,1.7,1.5054,177.0,0.099945,0.68,6.8,2.9849271518460587,,,,Clay & silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.35,0.12,0.91,0.015,1.7667,0.4,-2.3,2.0,1.2876,178.0,0.11994,0.91,9.1,2.841343089520855,,,,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.33,0.14,1.14,0.017,1.7,-0.6,1.2,2.2,1.1993,179.0,0.13993,1.14,11.4,2.7404820221293074,,,,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.16,1.45,1.31
1.31,0.16,1.37,0.018,1.6334,0.8,0.8,2.5,1.0746,180.0,0.15992,1.37,13.7,2.647604871749786,,,,Silty clay / clayey silt,,,Sand mixtures 1,1,0.16,0.48,1.31,0.99
1.29,0.18,1.76,0.019,1.5667,1.0,-0.8,2.5,0.97063,180.0,0.17991,1.76,17.6,2.5308738709188705,,,,Sand mixtures,,,Sand mixtures 1,1,0.16,0.48,1.31,0.99
1.27,0.2,2.23,0.0183,1.7,1.6,0.8,2.5,0.81605,181.0,0.1999,2.23,22.3,2.4046565450543453,,,,Sand mixtures,,,Sand mixtures 1,1,0.16,0.48,1.31,0.99
